timestamp,J1,J2,J3,J4
1761051270.387963,-10.882,-7.391,22.780,-15.059,P1,0
1761051273.405365,-10.882,-6.494,25.028,-15.059,P2,0
1761051274.3085458,-10.882,-7.391,22.780,-15.059,P3,0
1761051275.9141912,-10.969,-8.063,22.679,-14.972,P4,0
1761051276.81834,-10.770,-6.520,22.899,-15.171,P5,0
1761051277.7238975,-10.469,-4.124,23.150,-15.472,P6,0
1761051278.8303826,-10.068,-0.801,23.314,-15.873,P7,0
1761051279.9366596,-9.666,2.717,23.262,-16.275,P8,0
1761051280.8417013,-9.440,4.792,23.112,-16.501,P9,0
1761051282.4469764,-9.440,5.614,25.158,-16.501,P10,0
1761051283.5503914,-9.440,7.216,28.750,-16.501,P11,0
1761051284.4534802,-9.440,8.179,30.718,-16.501,P12,0
1761051285.356396,-9.440,9.266,32.806,-16.501,P13,0
1761051286.2605245,-9.440,10.426,34.902,-16.501,P14,0
1761051287.16603,-9.440,11.656,37.006,-16.501,P15,0
1761051287.8738089,-9.440,11.943,37.480,-16.501,P16,0
1761051288.7771795,-9.440,13.260,39.590,-16.501,P17,0
1761051307.7657924,-71.396,44.950,46.867,-16.501,P18,1
1761051316.2104363,-41.841,23.328,13.684,-16.501,P19,1
1761051322.24443,-67.004,42.100,26.689,-16.501,P20,1
1761051330.8821251,-67.004,42.800,27.841,-16.501,P21,0
1761051331.5865443,-67.004,43.007,28.172,-16.501,P22,0
