timestamp,J1,J2,J3,J4
1761051013.5397918,-89.640,-3.200,51.043,0.000,P1,0
1761051025.5797596,1.725,-7.587,9.229,0.000,P2,0
1761051030.5534835,-3.000,0.000,0.000,0.000,P3,0
1761051034.0942032,-6.000,0.000,0.000,0.000,P4,0
1761051035.5045204,-3.000,0.000,0.000,0.000,P5,0
1761051036.2093275,-3.000,-3.000,0.000,0.000,P6,0
1761051037.6254818,0.000,-3.000,0.000,0.000,P7,0
1761051038.329706,0.000,-3.000,3.000,0.000,P8,0
1761051039.0338762,0.000,-3.000,6.000,0.000,P9,0
1761051055.3038502,-0.633,-4.193,6.496,-0.585,P10,0
1761051056.0177493,-2.786,-7.940,7.940,-2.331,P11,0
1761051056.7263622,-2.863,-8.067,7.982,-2.389,P12,0
1761051066.8035727,-1.418,20.755,7.969,-2.399,P13,0
1761051071.880225,-1.861,19.434,8.885,-2.958,P14,0
1761051072.5878494,-12.036,-1.123,20.396,-10.651,P15,0
1761051073.2944334,-16.882,-7.391,22.780,-12.059,P16,0
